speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
ASI,arctic_a0055,Hindi,l2,train,Philip stood undecided his ears strained to catch the slightest sound," Philip stood undecided, his ears trained to catch the slightest sound.",philip stood undecided his ears strained to catch the slightest sound,philip stood undecided his ears trained to catch the slightest sound,0.09090909090909091,0.09090909090909091,0.020833333333333332
LXC,arctic_a0576,Chinese,l2,train,And the big Persian knew of his existence before he did of hers, and the big Persian know of his existence before he did of hers.,and the big persian knew of his existence before he did of hers,and the big persian know of his existence before he did of hers,0.07692307692307693,0.07692307692307693,0.022727272727272728
LXC,arctic_a0450,Chinese,l2,train,No man ate of the seal meat or the oil, No matter if it's the tail meat or the tail.,no man ate of the seal meat or the oil,no matter if its the tail meat or the tail,0.5,0.5,0.4782608695652174
HKK,arctic_a0376,Korean,l2,train,Your price my son is just about thirty per week," Your price, my son, is just about 30 per week.",your price my son is just about thirty per week,your price my son is just about 30 per week,0.1,0.1,0.0
ERMS,arctic_b0193,Spanish,l2,train,So was Packard's finish suicide, So was Packers finished suicide.,so was packards finish suicide,so was packers finished suicide,0.4,0.4,0.09090909090909091
RRBI,arctic_b0387,Hindi,l2,train,It is merely the simple superlative, It is merely the simple superlative.,it is merely the simple superlative,it is merely the simple superlative,0.0,0.0,0.0
PNV,arctic_b0239,Vietnamese,l2,train,And there was a dog that barked," and there was a dark, the box.",and there was a dog that barked,and there was a dark the box,0.42857142857142855,0.42857142857142855,0.3333333333333333
TLV,arctic_b0090,Vietnamese,l2,train,The Churchill narrowed and its current became swifter as they progressed, the church you narrate and its current becomes sweeter as they progress.,the churchill narrowed and its current became swifter as they progressed,the church you narrate and its current becomes sweeter as they progress,0.5454545454545454,0.5,0.1956521739130435
NCC,arctic_a0458,Chinese,l2,train,The stout wood was crushed like an eggshell, The style would was crash like an edge shell.,the stout wood was crushed like an eggshell,the style would was crash like an edge shell,0.625,0.5555555555555556,0.18518518518518517
TNI,arctic_a0273,Hindi,l2,train,They are big trees and require plenty of room, They are big trees and require plenty of room.,they are big trees and require plenty of room,they are big trees and require plenty of room,0.0,0.0,0.0
SKA,arctic_a0536,Arabic,l2,train,He would destroy all things that are fixed, he would destroy all things that I'd fixed.,he would destroy all things that are fixed,he would destroy all things that id fixed,0.125,0.125,0.07407407407407407
TLV,arctic_a0054,Vietnamese,l2,train,There was nothing on the rock, There was nothing under rock.,there was nothing on the rock,there was nothing under rock,0.3333333333333333,0.3333333333333333,0.16666666666666666
HKK,arctic_a0174,Korean,l2,train,They were the presage of storm, They were the prestige of Storm.,they were the presage of storm,they were the prestige of storm,0.16666666666666666,0.16666666666666666,0.15789473684210525
YKWK,arctic_a0102,Korean,l2,train,He will follow us soon, He will follow us soon.,he will follow us soon,he will follow us soon,0.0,0.0,0.0
MBMPS,arctic_b0289,Spanish,l2,train,At first his progress was slow and erratic," At first, his progress was low and erratic.",at first his progress was slow and erratic,at first his progress was low and erratic,0.125,0.125,0.03225806451612903
YKWK,arctic_a0237,Korean,l2,train,So Hughie and I did the managing ourselves, So Huey and I did the managing ourselves.,so hughie and i did the managing ourselves,so huey and i did the managing ourselves,0.125,0.125,0.0
TLV,arctic_a0180,Vietnamese,l2,train,If not let's say our prayers and go to bed," If not, let's say our prayers go to bed.",if not lets say our prayers and go to bed,if not lets say our prayers go to bed,0.1,0.1,0.10714285714285714
HKK,arctic_b0328,Korean,l2,train,Change chairs Daylight commanded," changing chairs, daylight command it.",change chairs daylight commanded,changing chairs daylight command it,0.75,0.6,0.19047619047619047
HKK,arctic_a0050,Korean,l2,train,In spite of their absurdity the words affected Philip curiously," In spite of their absurdity, the words affected Pilith curiously.",in spite of their absurdity the words affected philip curiously,in spite of their absurdity the words affected pilith curiously,0.1,0.1,0.06521739130434782
ABA,arctic_b0403,Arabic,l2,train,Knowing him I review the old Scandinavian myths with clearer understanding," Knowing him, I review the old Scandinavian myth with clearer understanding.",knowing him i review the old scandinavian myths with clearer understanding,knowing him i review the old scandinavian myth with clearer understanding,0.09090909090909091,0.09090909090909091,0.018867924528301886
PNV,arctic_a0177,Vietnamese,l2,train,She had been thoroughly and efficiently mauled, She had been thoroughly and efficiently mowed.,she had been thoroughly and efficiently mauled,she had been thoroughly and efficiently mowed,0.14285714285714285,0.14285714285714285,0.06896551724137931
HKK,arctic_a0547,Korean,l2,train,Men like Joe Goose dated existence from drunk to drunk, Men like Joe Good stated existence from drunk to drunk.,men like joe goose dated existence from drunk to drunk,men like joe good stated existence from drunk to drunk,0.2,0.2,0.0975609756097561
YDCK,arctic_b0524,Korean,l2,train,So far as flags were concerned they were beyond all jurisdiction," So far as flags were concerned, they were beyond all jurisdiction.",so far as flags were concerned they were beyond all jurisdiction,so far as flags were concerned they were beyond all jurisdiction,0.0,0.0,0.0
ABA,arctic_a0264,Arabic,l2,train,And I hope you've got plenty of chain out Captain Young, and I hope you have got plenty of it shined out. Captain Yank.,and i hope youve got plenty of chain out captain young,and i hope you have got plenty of it shined out captain yank,0.45454545454545453,0.38461538461538464,0.2571428571428571
TLV,arctic_a0578,Vietnamese,l2,train,But we'll just postpone this, but we hope just pop on this.,but well just postpone this,but we hope just pop on this,0.8,0.5714285714285714,0.4
TNI,arctic_a0268,Hindi,l2,train,Now go ahead and tell me in a straightforward way what has happened, Now go ahead and tell me in a straightforward way what has happened.,now go ahead and tell me in a straightforward way what has happened,now go ahead and tell me in a straightforward way what has happened,0.0,0.0,0.0
YDCK,arctic_a0462,Korean,l2,train,But she swung obediently on her heel into the wind, but she swung obediently on her heel into the wind.,but she swung obediently on her heel into the wind,but she swung obediently on her heel into the wind,0.0,0.0,0.0
RRBI,arctic_a0161,Hindi,l2,train,Take away their foreman and they wouldn't be worth their grub, Take away their foreman and they wouldn't be worth their grub.,take away their foreman and they wouldnt be worth their grub,take away their foreman and they wouldnt be worth their grub,0.0,0.0,0.0
SKA,arctic_a0087,Arabic,l2,train,Philip bent lower and stared into the face of the dead man, Flip bent lower and start it into the face of the dead man.,philip bent lower and stared into the face of the dead man,flip bent lower and start it into the face of the dead man,0.25,0.23076923076923078,0.15384615384615385
TNI,arctic_a0345,Hindi,l2,train,She was trying to pass the apron string around him, She was trying to pass the apron string around him.,she was trying to pass the apron string around him,she was trying to pass the apron string around him,0.0,0.0,0.0
PNV,arctic_b0491,Vietnamese,l2,train,Jacob Brinker who was his road mate brought the news," Jacob Brinker, who was his rod mate, brought the news.",jacob brinker who was his road mate brought the news,jacob brinker who was his rod mate brought the news,0.1,0.1,0.029411764705882353
RRBI,arctic_b0133,Hindi,l2,train,There followed a roar that shook the earth, There followed a roar that shook the earth.,there followed a roar that shook the earth,there followed a roar that shook the earth,0.0,0.0,0.0
THV,arctic_a0074,Vietnamese,l2,train,And now down there Eileen was waiting for him," And now, down there, Elans were waiting for him.",and now down there eileen was waiting for him,and now down there elans were waiting for him,0.2222222222222222,0.2222222222222222,0.1724137931034483
ASI,arctic_a0467,Hindi,l2,train,And so early in the voyage too, and so early in the voyage too.,and so early in the voyage too,and so early in the voyage too,0.0,0.0,0.0
TNI,arctic_a0430,Hindi,l2,train,Nevertheless we found ourselves once more in the high seat of abundance," Nevertheless, we found ourselves once more in the high seat of abundance.",nevertheless we found ourselves once more in the high seat of abundance,nevertheless we found ourselves once more in the high seat of abundance,0.0,0.0,0.0
ASI,arctic_a0452,Hindi,l2,train,Three oilers and a fourth engineer was his greeting, Three Oilers had the fourth engineer was his greeting.,three oilers and a fourth engineer was his greeting,three oilers had the fourth engineer was his greeting,0.2222222222222222,0.2222222222222222,0.08823529411764706
SKA,arctic_a0013,Arabic,l2,train,He was a head shorter than his companion of almost delicate physique, He was a head shorter than his companion of almost a delicate physique.,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost a delicate physique,0.08333333333333333,0.07692307692307693,0.02040816326530612
HKK,arctic_a0378,Korean,l2,train,That's why its boundaries are all gouged and jagged, That's why its boundaries are all gauched and jagged.,thats why its boundaries are all gouged and jagged,thats why its boundaries are all gauched and jagged,0.1111111111111111,0.1111111111111111,0.06451612903225806
ERMS,arctic_b0251,Spanish,l2,train,They must have been swept away by the chaotic currents, they must have been swept away by the chaotic currents.,they must have been swept away by the chaotic currents,they must have been swept away by the chaotic currents,0.0,0.0,0.0
PNV,arctic_a0337,Vietnamese,l2,train,Encouraged by my conduct Big Face became a sudden ally," encouraged by my conduct, Big Face became a certain alley.",encouraged by my conduct big face became a sudden ally,encouraged by my conduct big face became a certain alley,0.2,0.2,0.07894736842105263
YBAA,arctic_a0423,Arabic,l2,train,McVeigh when he returns from a trip to Honolulu," MacVe, when he returns from a trip to Honolulu.",mcveigh when he returns from a trip to honolulu,macve when he returns from a trip to honolulu,0.1111111111111111,0.1111111111111111,0.0
TNI,arctic_a0129,Hindi,l2,train,Her face was against his breast, Her face was against his breast.,her face was against his breast,her face was against his breast,0.0,0.0,0.0
YKWK,arctic_b0143,Korean,l2,train,It took him half an hour to reach the edge of it, It took him half an hour to reach the edge of it.,it took him half an hour to reach the edge of it,it took him half an hour to reach the edge of it,0.0,0.0,0.0
